compiler,size,cputime_0,cputime_1,cputime_2,cputime_3,cputime_4,cputime_5,cputime_6,cputime_7,cputime_8,cputime_9,cputime_10,cputime_11,cputime_12,cputime_13,cputime_14,cputime_15,mean,stddev
exomlir,32768,7241.19,7678.94,6453.0,6237.94,6929.06,6811.13,6413.13,6693.87,6767.06,6656.94,7053.87,6964.06,6985.19,6600.06,6523.56,6336.37,6771.59,369.401
exomlir,65536,14589.5,13635.7,14478.5,13336.4,14081.4,12727.9,13723.8,13006.5,13621.5,13724.3,16522.6,14043.2,13970.3,13093.8,13657.1,13006.4,13826.2,889.417
exomlir,131072,37669.6,32843.2,33160.3,33917.3,30382.9,33652.2,29742.7,35354.1,35798.3,86372.8,91651.1,62440.2,28766.5,36177.4,32468.7,28428.2,41801.6,20031.6
exomlir,262144,95459.5,88674.9,80110.4,90817.5,126160.0,140993.0,101371.0,88091.8,85416.4,85209.4,78990.7,85711.1,90935.9,81787.9,94034.1,84219.9,93624.0,16856.7
exomlir,524288,254054.0,238437.0,294110.0,277666.0,252046.0,253074.0,253457.0,252601.0,255935.0,257139.0,254394.0,317727.0,259152.0,258652.0,272186.0,300078.0,265669.0,21317.0
exomlir,1048576,560397.0,580283.0,550915.0,554852.0,596588.0,548254.0,553602.0,557690.0,567233.0,557063.0,572779.0,581939.0,559475.0,545191.0,534537.0,560427.0,561327.0,15468.3
exomlir,2097152,1180690.0,1114560.0,1104460.0,1132620.0,1108240.0,1131260.0,1234360.0,1113580.0,1111090.0,1162480.0,1170070.0,1146000.0,1212840.0,1089810.0,1096980.0,1114360.0,1138960.0,42351.0
exomlir,4194304,2243540.0,2223740.0,2176860.0,2227350.0,2427420.0,2235700.0,2141060.0,2261740.0,2110780.0,2228190.0,2111570.0,2225440.0,2156520.0,2379460.0,2112900.0,2211110.0,2217090.0,88837.3
exomlir,8388608,4739360.0,4260100.0,4213100.0,4485260.0,4223330.0,4459570.0,4499990.0,4786470.0,4273040.0,4311570.0,4598300.0,4258890.0,4564390.0,4247350.0,4494970.0,4346180.0,4422620.0,184080.0
exomlir,16777216,9318590.0,8405700.0,9163660.0,8948730.0,8830990.0,8883770.0,9008580.0,9031720.0,8784500.0,8827480.0,8569210.0,8611320.0,9282700.0,8419090.0,9712500.0,8623210.0,8901360.0,351325.0
