compiler,size,cputime_0,cputime_1,cputime_2,cputime_3,cputime_4,cputime_5,cputime_6,cputime_7,cputime_8,cputime_9,cputime_10,cputime_11,cputime_12,cputime_13,cputime_14,cputime_15,mean,stddev
exomlir,32768,10961.5,10522.9,10991.9,10443.7,10927.1,11030.5,10695.9,10270.9,10596.6,10873.1,10740.6,10509.9,10323.4,10922.5,10547.9,10328.1,10667.9,259.516
exomlir,65536,21299.0,20994.4,21023.9,19409.1,19263.9,22067.6,20429.4,20629.3,19575.0,21586.4,20521.3,20661.6,20331.6,22007.9,20347.8,19831.7,20623.7,854.168
exomlir,131072,41700.3,41599.4,42390.9,42462.9,42595.3,42074.7,37569.6,41366.3,41475.8,113117.0,81469.7,77685.0,43472.1,42046.9,43180.2,41813.0,51001.2,21003.8
exomlir,262144,112248.0,112697.0,113828.0,105458.0,166664.0,186494.0,116387.0,109554.0,95878.6,109705.0,159317.0,182572.0,103748.0,113133.0,102980.0,109987.0,125041.0,30030.9
exomlir,524288,315585.0,307275.0,297830.0,382370.0,314654.0,308356.0,303073.0,302723.0,299560.0,302940.0,298354.0,297567.0,297035.0,326803.0,296330.0,319601.0,310628.0,21168.6
exomlir,1048576,708477.0,739567.0,703238.0,708038.0,725463.0,720800.0,760573.0,713623.0,712207.0,699959.0,722462.0,720822.0,811735.0,722584.0,739706.0,706279.0,725971.0,27754.2
exomlir,2097152,1684070.0,1507500.0,1471130.0,1487500.0,1505390.0,1390640.0,1473050.0,1462310.0,1468580.0,1485800.0,1488840.0,1485520.0,1509330.0,1410300.0,1470360.0,1453240.0,1484600.0,62175.3
exomlir,4194304,2931670.0,3007320.0,2808850.0,2979940.0,2970080.0,2982730.0,2881990.0,2989110.0,2826290.0,2978260.0,2857480.0,3107170.0,2811110.0,3045030.0,2811650.0,3011160.0,2937490.0,93143.7
exomlir,8388608,6158670.0,5693890.0,5612980.0,6060240.0,5644100.0,6075030.0,6031880.0,5665390.0,5664430.0,5968000.0,5917430.0,5733600.0,5688870.0,5714580.0,5597640.0,5731090.0,5809860.0,190269.0
exomlir,16777216,12503400.0,11248800.0,12213900.0,12162700.0,11798900.0,11543700.0,12648200.0,11326500.0,11925000.0,11790800.0,11540200.0,11586300.0,12145800.0,11632300.0,11980900.0,11784000.0,11864500.0,396140.0
